id,sku,revised_sku,price,stock,color_id,size_id,print_option,print_position,max_print_width,max_print_height,print_area_unit,product_id,bulk_discount_plan_id
1562,P513.379,Xbr13.379,5.12,7,9,,2,81,50,10,mm,787,126
1563,P513.431,Xbl13.431,16.58,1756,1,,24,1,35,10,mm,788,121
1564,P513.432,Xgr13.432,16.58,661,4,,24,1,35,10,mm,788,121
1565,P513.461,Xbl13.461,19.28,2474,1,,24,1,35,10,mm,789,14
1566,P513.473,Xwh13.473,29.62,5458,3,,34,1,25,60,mm,790,176
1567,P513.5003,Xwh3.5003,6.42,8,3,,34,1,20,50,mm,791,258
1568,P513.561,Xbl13.561,12.88,5206,1,,24,1,22,10,mm,792,2
1569,P513.571,Xbl13.571,11.56,3983,1,,24,1,14,6,mm,793,61
1570,P513.591,Xgr13.591,19.88,821,4,,24,1,40,10,mm,794,21
1571,P513.651,Xbl13.651,11.56,2308,1,,24,6,90,10,mm,795,61
1572,P513.691,Xbl13.691,6.46,9381,1,,34,6,25,5,mm,796,253
1573,P513.741,Xbl13.741,21.86,2414,1,,34,1,20,5,mm,797,9
1574,P513.742,Xgr13.742,21.86,2838,4,,34,1,20,5,mm,797,9
1575,P513.749,Xbr13.749,21.86,3733,37,,34,1,20,5,mm,797,9
1576,P513.7502,Xgr3.7502,25.76,4797,4,,34,10,60,30,mm,798,39
1577,P513.771,Xbl13.771,9.92,428,1,,2,81,55,10,mm,799,187
1578,P513.781,Xbl13.781,16.76,6791,1,,2,81,70,15,mm,800,7
1579,P513.791,Xbl13.791,23.18,2311,1,,2,81,100,15,mm,801,24
1580,P513.821,Xbl13.821,3.3,15930,1,,34,1,35,10,mm,802,239
1581,P513.822,Xsi13.822,3.3,5098,21,,34,1,35,10,mm,802,239
1582,P513.824,Xre13.824,3.3,2359,18,,34,1,35,10,mm,802,239
1583,P513.825,Xbl13.825,3.3,0,8,,34,1,35,10,mm,802,239
1584,P513.8401,Xbl3.8401,19.28,2878,1,,34,82,25,10,mm,803,14
1585,P513.851,Gbl13.851,36.16,2022,1,,24,1,18,10,mm,804,63
1586,P513.891,Xbl13.891,19.34,2366,1,,24,1,33,7,mm,805,51
1587,P513.901,Gbl13.901,25.76,3656,1,,24,81,30,6,mm,806,39
1588,P513.921,Gbl13.921,34.84,1712,1,,24,81,40,9,mm,807,65
1589,P513.931,Gbl13.931,45.24,863,1,,24,81,45,10,mm,808,3
1590,P513.9701,Xbl3.9701,19.28,10947,1,,34,10,40,40,mm,809,14
1591,P513.9702,Xsi3.9702,19.28,6494,21,,34,10,40,40,mm,809,14
1592,P513.9703,Xwh3.9703,19.28,7664,3,,34,10,40,40,mm,809,14
1593,P513.9732,Xbr3.9732,19.28,6747,37,,34,10,40,40,mm,809,14
1594,P514.0201,Xbl4.0201,8.98,5,1,,34,1,15,7,mm,810,72
1595,P514.0303,Xwh4.0303,25.76,4645,3,,34,28,20,60,mm,811,39
1596,P514.0401,Xbl4.0401,2.22,9390,1,,34,1,25,5,mm,812,83
1597,P514.0402,Xsi4.0402,2.22,15093,20,,34,1,25,5,mm,812,83
1598,P514.0405,Xbl4.0405,2.22,9104,8,,34,1,25,5,mm,812,83
1599,P514.0407,Xgr4.0407,2.22,4366,6,,34,1,25,5,mm,812,83
1600,P514.0408,Xor4.0408,2.22,5695,7,,34,1,25,5,mm,812,83
1601,P514.5001,Gbl4.5001,12.88,1708,1,,34,1,25,3,mm,813,2
1602,P514.5101,Gbl4.5101,11.56,1004,1,,34,1,40,5,mm,814,61
1603,P514.5201,Gbl4.5201,7.68,0,1,,34,1,40,10,mm,815,89
1604,P518.020,Xsi18.020,7.7,2704,21,,34,4,25,10,mm,816,124
1605,P518.041,Xbl18.041,9.92,8861,1,,34,10,50,6,mm,817,203
1606,P610.321,Xbl10.321,0.54,21389,1,,46,43,80,6,mm,818,262
1607,P610.329,Xbr10.329,0.54,13065,9,,46,43,80,6,mm,818,262
1608,P610.430,Sbl10.430,16.82,1574,1,,23,43,45,6,mm,819,178
1609,P610.440,Sbl10.440,5.12,9137,1,,23,43,47,5,mm,820,263
1610,P610.450,Sbl10.450,6.58,8798,1,,23,43,47,5,mm,821,146
1611,P610.460,Sbl10.460,19.28,2531,1,,23,43,40,5,mm,822,14
1612,P610.480,Sbl10.480,2.12,35087,1,,23,43,40,5,mm,823,264
1613,P610.490,Sbl10.490,5.12,7623,1,,23,43,40,5,mm,824,263
1614,P610.521,Xbl10.521,0.42,91077,1,,46,69,7,35,mm,825,265
1615,P610.523,Xwh10.523,0.42,119187,3,,46,69,7,35,mm,825,265
1616,P610.525,Xbl10.525,0.42,35581,8,,46,69,7,35,mm,825,265
1617,P610.527,Xgr10.527,0.42,27864,6,,46,69,7,35,mm,825,265
1618,P610.531,Xbl10.531,0.72,37154,1,,46,43,5,60,mm,826,266
1619,P610.533,Xwh10.533,0.72,43737,3,,46,43,5,60,mm,826,266
1620,P610.535,Xbl10.535,0.72,22027,8,,46,43,5,60,mm,826,266
1621,P610.537,Xgr10.537,0.72,28310,6,,46,43,5,60,mm,826,266
1622,P610.541,Xbl10.541,0.64,8359,1,,46,43,65,6,mm,827,267
1623,P610.543,Xwh10.543,0.64,14423,3,,46,43,65,6,mm,827,267
1624,P610.545,Xbl10.545,0.64,3561,8,,46,43,65,6,mm,827,267
1625,P610.569,Xbr10.569,0.9,17415,9,,1,43,95,5,mm,828,268
1626,P610.571,Xbl10.571,6.38,1046,1,,23,43,35,5,mm,829,58
1627,P610.589,Xbr10.589,0.9,31795,9,,1,38,70,5,mm,830,268
1628,P610.621,Xbl10.621,0.76,16282,1,,46,85,50,4,mm,831,269
1629,P610.623,Xwh10.623,0.76,14960,3,,46,85,50,4,mm,831,269
1630,P610.631,Xbl10.631,0.44,19880,1,,46,69,7,40,mm,832,270
1631,P610.681,Xbl10.681,1.1,17614,1,,46,43,35,5,mm,833,271
1632,P610.683,Xwh10.683,1.1,27609,3,,46,43,35,5,mm,833,271
1633,P610.685,Xbl10.685,1.1,25280,8,,46,43,35,5,mm,833,271
1634,P610.700,Xpi10.700,0.74,16958,16,,46,69,35,7,mm,834,272
1635,P610.701,Xbl10.701,0.74,22622,1,,46,69,35,7,mm,834,272
1636,P610.702,Xgr10.702,0.62,7902,4,,46,69,35,7,mm,834,273
1637,P610.703,Xwh10.703,0.74,56162,3,,46,69,35,7,mm,834,272
1638,P610.704,Xre10.704,0.74,12042,18,,46,69,35,7,mm,834,272
1639,P610.705,Xna10.705,0.74,25815,2,,46,69,35,7,mm,834,272
1640,P610.706,Xye10.706,0.74,8330,15,,46,69,35,7,mm,834,272
1641,P610.707,Xli10.707,0.74,12251,19,,46,69,35,7,mm,834,272
1642,P610.708,Xor10.708,0.74,21272,7,,46,69,35,7,mm,834,272
1643,P610.709,Xli10.709,0.74,7239,14,,46,69,35,7,mm,834,272
1644,P610.752,Xsi10.752,0.5,815,21,,46,69,35,7,mm,835,274
1645,P610.759,Xbr10.759,0.5,9662,9,,46,69,35,7,mm,835,274
1646,P610.781,Sbl10.781,24.58,2688,1,,23,43,25,5,mm,836,23
1647,P610.791,Xbl10.791,0.38,18703,1,,46,43,60,5,mm,837,275
1648,P610.795,Xli10.795,0.38,35213,14,,46,43,60,5,mm,837,275
1649,P610.825,Xli10.825,0.5,5691,14,,46,43,60,5,mm,838,274
1650,P610.861,Xbl10.861,0.76,47525,1,,46,43,40,5,mm,839,276
1651,P610.862,Xgr10.862,0.66,313,4,,46,43,40,5,mm,839,277
1652,P610.863,Xwh10.863,0.76,24547,3,,46,43,40,5,mm,839,276
1653,P610.865,Xbl10.865,0.76,23199,8,,46,43,40,5,mm,839,276
1654,P610.910,Xpi10.910,0.52,34073,16,,46,69,35,7,mm,840,278
1655,P610.911,Xbl10.911,0.52,31146,1,,46,69,35,7,mm,840,278
1656,P610.912,Xli10.912,0.52,12083,14,,46,69,35,7,mm,840,278
1657,P610.913,Xwh10.913,0.52,0,3,,46,69,35,7,mm,840,278
1658,P610.914,Xre10.914,0.52,11613,18,,46,69,35,7,mm,840,278
1659,P610.915,Xbl10.915,0.52,19986,8,,46,69,35,7,mm,840,278
1660,P610.916,Xye10.916,0.52,8078,15,,46,69,35,7,mm,840,278
1661,P610.917,Xli10.917,0.52,609,19,,46,69,35,7,mm,840,278
1662,P610.918,Xor10.918,0.52,17036,7,,46,69,35,7,mm,840,278
1663,P610.919,Xgr10.919,0.52,3494,6,,46,69,35,7,mm,840,278
1664,P610.931,Xbl10.931,0.74,22919,1,,46,43,40,5,mm,841,279
1665,P610.933,Xwh10.933,0.74,71457,3,,46,43,40,5,mm,841,279
1666,P610.935,Xna10.935,0.74,16391,2,,46,43,40,5,mm,841,279
1667,P610.939,Xgr10.939,0.74,18004,4,,46,43,40,5,mm,841,279
1668,P610.940,Xgo10.940,1.78,3885,23,,23,38,100,5,mm,842,103
1669,P610.942,Xsi10.942,1.78,5858,21,,23,38,100,5,mm,842,103
1670,P610.943,Xwh10.943,1.78,13880,3,,23,38,100,5,mm,842,103
1671,P610.946,Xgr10.946,1.78,9426,4,,23,38,100,5,mm,842,103
1672,P610.960,Xpi10.960,0.64,31877,16,,46,69,35,7,mm,843,280
1673,P610.961,Xbl10.961,0.64,30653,1,,46,69,35,7,mm,843,280
1674,P610.962,Xgr10.962,0.64,28694,4,,46,69,35,7,mm,843,280
1675,P610.963,Xwh10.963,0.64,81387,3,,46,69,35,7,mm,843,280
1676,P610.964,Xre10.964,0.64,95337,18,,46,69,35,7,mm,843,280
1677,P610.965,Xbl10.965,0.64,30331,8,,46,69,35,7,mm,843,280
1678,P610.966,Xpu10.966,0.64,29565,25,,46,69,35,7,mm,843,280
1679,P610.967,Xgr10.967,0.64,30357,6,,46,69,35,7,mm,843,280
1680,P610.968,Xor10.968,0.64,32910,7,,46,69,35,7,mm,843,280
1681,P610.969,Xna10.969,0.64,38814,2,,46,69,35,7,mm,843,280
1682,P610.970,Xtr10.970,0.64,12813,5,,46,69,35,7,mm,844,280
1683,P610.971,Xbl10.971,0.64,97232,1,,46,69,35,7,mm,844,280
1684,P610.974,Xre10.974,0.64,35802,18,,46,69,35,7,mm,844,280
1685,P610.975,Xli10.975,0.64,20646,14,,46,69,35,7,mm,844,280
1686,P610.976,Xye10.976,0.64,12049,15,,46,69,35,7,mm,844,280
1687,P610.977,Xgr10.977,0.64,16080,6,,46,69,35,7,mm,844,280
1688,P610.978,Xor10.978,0.64,35825,7,,46,69,35,7,mm,844,280
1689,P610.979,Xpi10.979,0.64,18333,16,,46,69,35,7,mm,844,280
1690,P610.981,Xbl10.981,0.76,131301,1,,46,69,7,35,mm,845,276
1691,P610.983,Xwh10.983,0.76,95182,3,,46,69,7,35,mm,845,276
1692,P610.985,Xbl10.985,0.76,26030,8,,46,69,7,35,mm,845,276
1693,P610.987,Xgr10.987,0.76,26156,6,,46,69,7,35,mm,845,276
1694,P611.009,Xbr11.009,0.66,2731,9,,46,43,80,6,mm,846,281
1695,P611.029,Xbr11.029,0.76,25794,9,,46,1,70,5,mm,847,282
1696,P611.071,Xbl11.071,0.38,45327,1,,46,43,80,5,mm,848,275
1697,P611.073,Xwh11.073,0.38,54948,3,,46,43,80,5,mm,848,275
1698,P611.075,Xbl11.075,0.38,44410,8,,46,43,80,5,mm,848,275
1699,P611.077,Xgr11.077,0.38,31846,6,,46,43,80,5,mm,848,275
1700,P611.081,Xbl11.081,0.5,26342,1,,1,69,35,5,mm,849,283
1701,P611.082,Xgr11.082,0.5,33642,4,,1,69,35,5,mm,849,283
1702,P611.083,Xwh11.083,0.5,22224,3,,1,69,35,5,mm,849,283
1703,P611.085,Xbl11.085,0.5,30014,8,,1,69,35,5,mm,849,283
1704,P611.087,Xgr11.087,0.5,32535,6,,1,69,35,5,mm,849,283
1705,P611.099,Xbr11.099,0.76,27241,9,,46,85,80,3,mm,850,284
1706,P611.109,Xbr11.109,2.16,8979,9,,1,43,95,5,mm,851,153
1707,P611.111,Xbl11.111,0.38,36856,1,,1,43,90,5,mm,852,275
1708,P611.112,Xgr11.112,0.38,15749,4,,1,43,90,5,mm,852,275
1709,P611.113,Xof11.113,0.38,16359,10,,1,43,90,5,mm,852,275
1710,P611.115,Xbl11.115,0.38,11007,8,,1,43,90,5,mm,852,275
1711,P611.117,Xgr11.117,0.38,11493,6,,1,43,90,5,mm,852,275
1712,P611.121,Xbl11.121,2.18,29637,1,,24,38,75,5,mm,853,285
1713,P611.122,Xgr11.122,2.18,4475,4,,24,38,75,5,mm,853,285
1714,P611.123,Xwh11.123,2.18,12630,3,,24,38,75,5,mm,853,285
1715,P611.125,Xbl11.125,2.18,14387,8,,24,38,75,5,mm,853,285
1716,P611.127,Xgr11.127,1.86,11112,6,,24,38,75,5,mm,853,286
1717,P611.151,Sbl11.151,3.22,3425,1,,46,43,50,5,mm,854,287
1718,P611.152,Ssi11.152,3.22,4747,21,,46,43,50,5,mm,854,287
1719,P611.161,Sbl11.161,5.12,2876,1,,23,43,50,5,mm,855,126
1720,P611.171,Xbl11.171,1.28,30151,1,,46,43,80,5,mm,856,288
1721,P611.172,Xsi11.172,1.28,4843,21,,46,43,80,5,mm,856,288
1722,P611.173,Xwh11.173,1.28,30231,3,,46,43,80,5,mm,856,288
1723,P611.175,Xbl11.175,1.28,33330,8,,46,43,80,5,mm,856,288
1724,P611.177,Xgr11.177,1.28,4820,6,,46,43,80,5,mm,856,288
1725,P611.181,Xbl11.181,0.64,53699,1,,46,43,45,5,mm,857,273
1726,P611.182,Xsi11.182,0.64,34650,21,,46,43,45,5,mm,857,273
1727,P611.183,Xwh11.183,0.64,48091,3,,46,43,45,5,mm,857,273
1728,P611.185,Xbl11.185,0.64,27390,8,,46,43,45,5,mm,857,273
1729,P611.190,Xsk11.190,0.28,19742,38,,46,43,60,5,mm,858,289
1730,P611.191,Xbl11.191,0.32,14017,1,,46,43,60,5,mm,858,290
1731,P611.192,Xsi11.192,0.28,36722,21,,46,43,60,5,mm,858,289
1732,P611.193,Xwh11.193,0.32,11605,3,,46,43,60,5,mm,858,290
1733,P611.194,Xre11.194,0.32,12043,18,,46,43,60,5,mm,858,290
1734,P611.195,Xro11.195,0.32,12656,27,,46,43,60,5,mm,858,290
1735,P611.197,Xgr11.197,0.32,9669,6,,46,43,60,5,mm,858,290
1736,P611.199,Xna11.199,0.32,27208,2,,46,43,60,5,mm,858,290
1737,P611.221,Xbl11.221,2.58,11542,1,,46,43,40,5,mm,859,79
1738,P611.222,Xsi11.222,2.58,3460,21,,46,43,40,5,mm,859,79
1739,P611.223,Xwh11.223,2.58,41,3,,46,43,40,5,mm,859,79
1740,P611.225,Xro11.225,2.58,12452,27,,46,43,40,5,mm,859,79
1741,P611.231,Xbl11.231,2.58,627,1,,46,43,60,5,mm,860,79
1742,P611.232,Xsi11.232,2.58,701,21,,46,43,60,5,mm,860,79
1743,P611.233,Xwh11.233,2.58,7254,3,,46,43,60,5,mm,860,79
1744,P611.235,Xro11.235,2.58,1367,27,,46,43,60,5,mm,860,79
1745,P611.251,Sbl11.251,8.98,1238,1,,23,1,80,4,mm,861,72
1746,P611.2601,Xbl1.2601,0.52,70260,1,,46,69,35,5,mm,862,278
1747,P611.2603,Xwh1.2603,0.52,56160,3,,46,69,35,5,mm,862,278
1748,P611.2604,Xre1.2604,0.52,28936,18,,46,69,35,5,mm,862,278
1749,P611.2605,Xbl1.2605,0.52,45030,8,,46,69,35,5,mm,862,278
1750,P611.2606,Xye1.2606,0.52,28836,15,,46,69,35,5,mm,862,278
1751,P611.2607,Xgr1.2607,0.52,28679,6,,46,69,35,5,mm,862,278
1752,P611.2608,Xor1.2608,0.52,28102,7,,46,69,35,5,mm,862,278
1753,P611.2614,Xpi1.2614,0.52,25807,16,,46,69,35,5,mm,862,278
1754,P611.2625,Xna1.2625,0.52,37677,2,,46,69,35,5,mm,862,278
1755,P611.2630,Xpu1.2630,0.52,18961,25,,46,69,35,5,mm,862,278
1756,P611.2701,Xbl1.2701,0.52,48671,1,,46,43,80,5,mm,863,278
1757,P611.2703,Xwh1.2703,0.52,65677,3,,46,43,80,5,mm,863,278
1758,P611.2704,Xre1.2704,0.52,38792,18,,46,43,80,5,mm,863,278
1759,P611.2705,Xbl1.2705,0.52,40189,8,,46,43,80,5,mm,863,278
1760,P611.2706,Xye1.2706,0.52,12968,15,,46,43,80,5,mm,863,278
1761,P611.2707,Xgr1.2707,0.52,35244,6,,46,43,80,5,mm,863,278
1762,P611.2708,Xor1.2708,0.52,32042,7,,46,43,80,5,mm,863,278
1763,P611.2714,Xpi1.2714,0.52,20537,16,,46,43,80,5,mm,863,278
1764,P611.2725,Xna1.2725,0.52,40544,2,,46,43,80,5,mm,863,278
1765,P611.2730,Xpu1.2730,0.52,18176,25,,46,43,80,5,mm,863,278
1766,P611.2901,Xbl1.2901,1.66,3655,1,,46,38,40,5,mm,864,291
1767,P611.2903,Xwh1.2903,1.66,165,3,,46,38,40,5,mm,864,291
1768,P611.2925,Xna1.2925,1.66,23627,2,,46,38,40,5,mm,864,291
1769,P611.3001,Sbl1.3001,15.44,2505,1,,46,43,40,5,mm,865,117
1770,P611.3201,Xbl1.3201,0.36,28913,1,,46,43,80,5,mm,866,292
1771,P611.3203,Xwh1.3203,0.36,22318,3,,46,43,80,5,mm,866,292
1772,P611.3204,Xre1.3204,0.36,22059,18,,46,43,80,5,mm,866,292
1773,P611.3205,Xbl1.3205,0.36,21246,8,,46,43,80,5,mm,866,292
1774,P611.3206,Xye1.3206,0.36,0,15,,46,43,80,5,mm,866,292
1775,P611.3207,Xgr1.3207,0.36,18278,6,,46,43,80,5,mm,866,292
1776,P611.3208,Xor1.3208,0.36,37936,7,,46,43,80,5,mm,866,292
1777,P611.3214,Xpi1.3214,0.36,25473,16,,46,43,80,5,mm,866,292
1778,P611.3225,Xna1.3225,0.36,40468,2,,46,43,80,5,mm,866,292
1779,P611.3230,Xpu1.3230,0.36,18447,25,,46,43,80,5,mm,866,292
1780,P611.3301,Xbl1.3301,0.64,71657,1,,46,69,35,7,mm,867,280
1781,P611.3303,Xwh1.3303,0.64,57771,3,,46,69,35,7,mm,867,280
1782,P611.3304,Xre1.3304,0.64,26803,18,,46,69,35,7,mm,867,280
1783,P611.3305,Xbl1.3305,0.64,47078,8,,46,69,35,7,mm,867,280
1784,P611.3306,Xye1.3306,0.64,29650,15,,46,69,35,7,mm,867,280
1785,P611.3307,Xgr1.3307,0.64,29346,6,,46,69,35,7,mm,867,280
1786,P611.3308,Xor1.3308,0.64,29248,7,,46,69,35,7,mm,867,280
1787,P611.3314,Xpi1.3314,0.64,26053,16,,46,69,35,7,mm,867,280
1788,P611.3325,Xna1.3325,0.64,59501,2,,46,69,35,7,mm,867,280
1789,P611.3330,Xpu1.3330,0.64,29731,25,,46,69,35,7,mm,867,280
1790,P611.3401,Xbl1.3401,0.64,59981,1,,46,69,30,5,mm,868,280
1791,P611.3403,Xwh1.3403,0.64,44884,3,,46,69,30,5,mm,868,280
1792,P611.3404,Xre1.3404,0.64,44087,18,,46,69,30,5,mm,868,280
1793,P611.3405,Xbl1.3405,0.64,42502,8,,46,69,30,5,mm,868,280
1794,P611.3406,Xye1.3406,0.64,48052,15,,46,69,30,5,mm,868,280
1795,P611.3407,Xgr1.3407,0.64,45405,6,,46,69,30,5,mm,868,280
1796,P611.3408,Xor1.3408,0.64,48678,7,,46,69,30,5,mm,868,280
1797,P611.3414,Xpi1.3414,0.64,49748,16,,46,69,30,5,mm,868,280
1798,P611.3425,Xna1.3425,0.64,40607,2,,46,69,30,5,mm,868,280
1799,P611.3430,Xpu1.3430,0.64,48955,25,,46,69,30,5,mm,868,280
1800,P611.3503,Xwh1.3503,1.28,12623,3,,,,,,,869,288
1801,P611.3603,Xwh1.3603,2.58,9759,3,,,,,,,870,79
1802,P611.3703,Xwh1.3703,3.22,7560,3,,46,11,10,55,mm,871,287
1803,P611.3801,Xbl1.3801,0.34,89833,1,,46,69,30,5,mm,872,293
1804,P611.3803,Xwh1.3803,0.34,79964,3,,46,69,30,5,mm,872,293
1805,P611.3804,Xre1.3804,0.34,49963,18,,46,69,30,5,mm,872,293
1806,P611.3805,Xbl1.3805,0.34,59463,8,,46,69,30,5,mm,872,293
1807,P611.3814,Xpi1.3814,0.34,49963,16,,46,69,30,5,mm,872,293
1808,P611.3825,Xna1.3825,0.34,69964,2,,46,69,30,5,mm,872,293
1809,P611.3901,Xbl1.3901,0.64,98866,1,,46,43,80,5,mm,873,273
1810,P611.3902,Xgr1.3902,0.64,29859,4,,46,43,80,5,mm,873,273
1811,P611.3903,Xwh1.3903,0.64,99660,3,,46,43,80,5,mm,873,273
1812,P611.3904,Xre1.3904,0.64,49957,18,,46,43,80,5,mm,873,273
1813,P611.3905,Xbl1.3905,0.64,48871,8,,46,43,80,5,mm,873,273
1814,P611.3911,Xgo1.3911,0.64,29852,23,,46,43,80,5,mm,873,273
1815,P611.3925,Xna1.3925,0.64,39961,2,,46,43,80,5,mm,873,273
1816,P6207H-E,Xwh207H-E,2.58,13652,3,,46,1,80,15,mm,874,79
1817,P6501H-E,Xwh501H-E,4.36,9644,3,,34,1,80,25,mm,875,294
1818,P703.731,Xbl03.731,36.16,1487,1,,59,1,220,100,mm,876,63
1819,P705.021,Xbl05.021,51.6,1890,1,,59,6,100,100,mm,877,48
1820,P705.291,Xan05.291,103.32,4626,17,,59,1,150,150,mm,878,196
1821,P705.292,Xgr05.292,103.32,3157,4,,59,1,150,150,mm,878,196
1822,P705.294,Xre05.294,103.38,308,18,,59,1,150,150,mm,878,295
1823,P705.295,Xna05.295,103.32,3995,2,,59,1,150,150,mm,878,196
1824,P705.297,Xgr05.297,103.38,329,6,,59,1,150,150,mm,878,295
1825,P705.299,Xli05.299,103.38,26,14,,59,1,150,150,mm,878,295
1826,P705.501,Xan05.501,77.56,2546,17,,59,1,180,150,mm,879,296
1827,P705.502,Xgr05.502,77.56,7975,4,,59,1,180,150,mm,879,296
1828,P705.505,Xna05.505,77.56,5114,2,,59,1,180,150,mm,879,296
1829,P705.602,Xgr05.602,45.26,0,4,,59,2,120,40,mm,880,297
1830,P705.642,Xgr05.642,90.4,628,4,,59,1,180,80,mm,881,94
1831,P705.701,Xan05.701,90.4,1372,17,,59,1,120,150,mm,882,94
1832,P705.702,Xgr05.702,90.4,2547,4,,59,1,120,150,mm,882,94
1833,P705.704,Xre05.704,90.4,287,18,,59,1,120,150,mm,882,94
1834,P705.705,Xna05.705,90.4,1331,2,,59,1,120,150,mm,882,94
1835,P705.707,Xgr05.707,90.4,1538,6,,59,1,120,150,mm,882,94
1836,P705.709,Xli05.709,90.4,1038,14,,59,1,120,150,mm,882,94
1837,P705.711,Xan05.711,116.24,1145,17,,59,1,150,180,mm,883,298
1838,P705.712,Xgr05.712,116.24,801,4,,59,1,150,180,mm,883,298
1839,P705.715,Xna05.715,116.24,1991,2,,59,1,150,180,mm,883,298
1840,P705.771,Xan05.771,155.04,856,17,,59,1,150,150,mm,884,299
1841,P705.781,Xbl05.781,64.58,2510,1,,59,1,120,120,mm,885,27
1842,P705.782,Xgr05.782,64.58,1107,4,,59,1,120,120,mm,885,27
1843,P705.785,Xna05.785,64.58,766,2,,59,1,120,120,mm,885,27
1844,P705.791,Xbl05.791,64.58,3432,1,,59,2,160,100,mm,886,27
1845,P705.792,Xgr05.792,64.58,565,4,,59,2,160,100,mm,886,27
1846,P705.794,Xre05.794,64.58,26,18,,59,2,160,100,mm,886,27
1847,P705.795,Xna05.795,64.58,2810,2,,59,2,160,100,mm,886,27
1848,P705.796,Xkh05.796,64.58,1424,22,,59,2,160,100,mm,886,27
1849,P705.797,Xmi05.797,64.58,574,39,,59,2,160,100,mm,886,27
1850,P705.798,Xye05.798,64.58,815,15,,59,2,160,100,mm,886,27
1851,P705.801,Xbl05.801,103.32,477,1,,59,2,180,140,mm,887,196
1852,P705.821,Xbl05.821,25.76,0,1,,59,5,70,30,mm,888,8
1853,P705.911,Xbl05.911,122.78,1010,1,,59,2,180,150,mm,889,300
1854,P705.915,Xna05.915,122.78,1847,2,,59,2,180,150,mm,889,300
1855,P705.917,Xgr05.917,122.78,594,6,,59,2,180,150,mm,889,300
1856,P705.921,Xbl05.921,115.04,5212,1,,59,2,160,180,mm,890,155
1857,P705.922,Xgr05.922,115.04,1167,4,,59,2,160,180,mm,890,155
1858,P705.925,Xna05.925,115.04,105,2,,59,2,160,180,mm,890,155
1859,P705.931,Xbl05.931,127.96,1027,1,,59,2,120,120,mm,891,217
1860,P705.932,Xgr05.932,127.96,461,4,,59,2,120,120,mm,891,217
1861,P705.935,Xna05.935,127.96,1074,2,,59,2,120,120,mm,891,217
1862,P705.951,Xbl05.951,32.94,0,1,,59,2,80,50,mm,892,301
1863,P705.955,Xna05.955,32.94,901,2,,59,2,80,50,mm,892,301
1864,P705.981,Xbl05.981,103.32,982,1,,59,1,100,50,mm,893,196
1865,P705.983,Xbe05.983,103.32,838,12,,59,1,100,50,mm,893,196
1866,P705.985,Xna05.985,103.32,1493,2,,59,1,100,50,mm,893,196
1867,P705.987,Xmi05.987,103.32,663,39,,59,1,100,50,mm,893,196
1868,P705.992,Xla05.992,64.58,1644,32,,59,2,160,100,mm,886,27
1869,P705.993,Xbe05.993,64.58,117,12,,59,2,160,100,mm,886,27
1870,P705.995,Xro05.995,64.58,342,27,,59,2,160,100,mm,886,27
1871,P705.997,Xfo05.997,64.58,0,40,,59,2,160,100,mm,886,27
1872,P705.999,Xic05.999,64.58,994,41,,59,2,160,100,mm,886,27
1873,P706.142,Xgr06.142,16.52,116,4,,59,6,180,100,mm,894,47
1874,P706.201,Xbl06.201,19.28,295,1,,59,1,140,140,mm,895,14
1875,P706.211,Xbl06.211,21.92,1370,1,,59,1,160,160,mm,896,37
1876,P706.221,Xbl06.221,32.26,1424,1,,59,1,100,100,mm,897,20
1877,P706.231,Xbl06.231,36.1,2347,1,,59,30,120,120,mm,898,197
1878,P706.2501,Xbl6.2501,103.32,3272,1,,59,2,120,120,mm,899,302
1879,P706.2502,Xgr6.2502,103.32,1118,4,,59,2,120,120,mm,899,302
1880,P706.2503,Xof6.2503,103.32,1554,10,,59,2,120,120,mm,899,302
1881,P706.2505,Xna6.2505,103.32,1895,2,,59,2,120,120,mm,899,302
1882,P706.2507,Xic6.2507,103.32,505,41,,59,2,120,120,mm,899,302
1883,P706.2601,Xbl6.2601,90.4,1769,1,,59,31,60,110,mm,900,94
1884,P706.2613,Xof6.2613,90.4,1383,10,,59,31,60,110,mm,900,94
1885,P706.2625,Xna6.2625,90.4,2120,2,,59,31,60,110,mm,900,94
1886,P706.2701,Xbl6.2701,38.74,4475,1,,59,1,80,60,mm,901,19
1887,P706.2713,Xof6.2713,38.74,2796,10,,59,1,80,60,mm,901,19
1888,P706.2715,Xbl6.2715,38.74,1205,8,,59,1,80,60,mm,901,19
1889,P706.2801,Xbl6.2801,64.58,2366,1,,59,1,120,120,mm,902,27
1890,P706.2807,Xic6.2807,64.58,499,41,,59,1,120,120,mm,902,27
1891,P706.2813,Xof6.2813,64.58,974,10,,59,1,120,120,mm,902,27
1892,P706.2815,Xbl6.2815,64.58,1233,8,,59,1,120,120,mm,902,27
1893,P706.2825,Xna6.2825,64.58,2220,2,,59,1,120,120,mm,902,27
1894,P706.2901,Xbl6.2901,90.4,3017,1,,59,1,180,50,mm,903,94
1895,P706.2925,Xna6.2925,90.4,2716,2,,59,1,180,50,mm,903,94
1896,P706.3001,Xbl6.3001,74.98,2415,1,,59,1,150,90,mm,904,303
1897,P706.3015,Xbl6.3015,74.98,867,8,,59,1,150,90,mm,904,303
1898,P706.3019,Xgr6.3019,74.98,763,4,,59,1,150,90,mm,904,303
1899,P706.3025,Xna6.3025,74.98,2161,2,,59,1,150,90,mm,904,303
