id,sku,revised_sku,price,stock,color_id,size_id,print_option,print_position,max_print_width,max_print_height,print_area_unit,product_id,bulk_discount_plan_id
4950,T9401.013.XL,ihe013.XL,28.54,960,56,6,59,1,270,200,mm,1263,
4951,T9401.013.XS,ihe013.XS,28.54,498,56,2,59,1,270,200,mm,1263,
4952,T9401.013.XXL,ihe13.XXL,28.54,460,56,7,59,1,270,200,mm,1263,
4953,T9401.013.XXS,ihe13.XXS,28.54,44,56,1,59,1,270,200,mm,1263,
4954,T9401.013.XXXL,ihe3.XXXL,28.54,155,56,8,59,1,270,200,mm,1263,
4955,T9401.014.L,ihe.014.L,28.54,1077,58,5,59,1,270,200,mm,1263,
4956,T9401.014.M,ihe.014.M,28.54,1143,58,4,59,1,270,200,mm,1263,
4957,T9401.014.S,ihe.014.S,28.54,643,58,3,59,1,270,200,mm,1263,
4958,T9401.014.XL,ihe014.XL,28.54,605,58,6,59,1,270,200,mm,1263,
4959,T9401.014.XS,ihe014.XS,28.54,236,58,2,59,1,270,200,mm,1263,
4960,T9401.014.XXL,ihe14.XXL,28.54,220,58,7,59,1,270,200,mm,1263,
4961,T9401.014.XXS,ihe14.XXS,28.54,66,58,1,59,1,270,200,mm,1263,
4962,T9401.014.XXXL,ihe4.XXXL,28.54,80,58,8,59,1,270,200,mm,1263,
4963,T9401.015.L,ihe.015.L,28.54,719,59,5,59,1,270,200,mm,1263,
4964,T9401.015.M,ihe.015.M,28.54,889,59,4,59,1,270,200,mm,1263,
4965,T9401.015.S,ihe.015.S,28.54,479,59,3,59,1,270,200,mm,1263,
4966,T9401.015.XL,ihe015.XL,28.54,534,59,6,59,1,270,200,mm,1263,
4967,T9401.015.XS,ihe015.XS,28.54,151,59,2,59,1,270,200,mm,1263,
4968,T9401.015.XXL,ihe15.XXL,28.54,116,59,7,59,1,270,200,mm,1263,
4969,T9401.015.XXS,ihe15.XXS,28.54,23,59,1,59,1,270,200,mm,1263,
4970,T9401.015.XXXL,ihe5.XXXL,28.54,15,59,8,59,1,270,200,mm,1263,
4971,T9401.016.L,ihe.016.L,28.54,931,60,5,59,1,270,200,mm,1263,
4972,T9401.016.M,ihe.016.M,28.54,949,60,4,59,1,270,200,mm,1263,
4973,T9401.016.S,ihe.016.S,28.54,540,60,3,59,1,270,200,mm,1263,
4974,T9401.016.XL,ihe016.XL,28.54,571,60,6,59,1,270,200,mm,1263,
4975,T9401.016.XS,ihe016.XS,28.54,180,60,2,59,1,270,200,mm,1263,
4976,T9401.016.XXL,ihe16.XXL,28.54,221,60,7,59,1,270,200,mm,1263,
4977,T9401.016.XXS,ihe16.XXS,28.54,50,60,1,59,1,270,200,mm,1263,
4978,T9401.016.XXXL,ihe6.XXXL,28.54,57,60,8,59,1,270,200,mm,1263,
4979,T9401.017.L,ihe.017.L,28.54,879,61,5,59,1,270,200,mm,1263,
4980,T9401.017.M,ihe.017.M,28.54,887,61,4,59,1,270,200,mm,1263,
4981,T9401.017.S,ihe.017.S,28.54,471,61,3,59,1,270,200,mm,1263,
4982,T9401.017.XL,ihe017.XL,28.54,538,61,6,59,1,270,200,mm,1263,
4983,T9401.017.XS,ihe017.XS,28.54,118,61,2,59,1,270,200,mm,1263,
4984,T9401.017.XXL,ihe17.XXL,28.54,200,61,7,59,1,270,200,mm,1263,
4985,T9401.017.XXS,ihe17.XXS,28.54,26,61,1,59,1,270,200,mm,1263,
4986,T9401.017.XXXL,ihe7.XXXL,28.54,33,61,8,59,1,270,200,mm,1263,
4987,T9401.018.4XL,ina18.4XL,28.54,57,48,9,59,1,270,200,mm,1263,
4988,T9401.018.5XL,ina18.5XL,28.54,20,48,10,59,1,270,200,mm,1263,
4989,T9401.018.L,ina.018.L,28.54,1905,48,5,59,1,270,200,mm,1263,
4990,T9401.018.M,ina.018.M,28.54,1799,48,4,59,1,270,200,mm,1263,
4991,T9401.018.S,ina.018.S,28.54,1071,48,3,59,1,270,200,mm,1263,
4992,T9401.018.XL,ina018.XL,28.54,1136,48,6,59,1,270,200,mm,1263,
4993,T9401.018.XS,ina018.XS,28.54,356,48,2,59,1,270,200,mm,1263,
4994,T9401.018.XXL,ina18.XXL,28.54,481,48,7,59,1,270,200,mm,1263,
4995,T9401.018.XXS,ina18.XXS,28.54,22,48,1,59,1,270,200,mm,1263,
4996,T9401.018.XXXL,ina8.XXXL,28.54,74,48,8,59,1,270,200,mm,1263,
4997,T9401.024.L,ihe.024.L,28.54,729,62,5,59,1,270,200,mm,1263,
4998,T9401.024.M,ihe.024.M,28.54,684,62,4,59,1,270,200,mm,1263,
4999,T9401.024.S,ihe.024.S,28.54,418,62,3,59,1,270,200,mm,1263,
5000,T9401.024.XL,ihe024.XL,28.54,445,62,6,59,1,270,200,mm,1263,
5001,T9401.024.XS,ihe024.XS,28.54,144,62,2,59,1,270,200,mm,1263,
5002,T9401.024.XXL,ihe24.XXL,28.54,203,62,7,59,1,270,200,mm,1263,
5003,T9401.024.XXS,ihe24.XXS,28.54,0,62,1,59,1,270,200,mm,1263,
5004,T9401.024.XXXL,ihe4.XXXL,28.54,60,62,8,59,1,270,200,mm,1263,
5005,T9402.001.L,ibl.001.L,34.28,2739,1,5,59,1,270,200,mm,1264,
5006,T9402.001.M,ibl.001.M,34.28,2758,1,4,59,1,270,200,mm,1264,
5007,T9402.001.S,ibl.001.S,34.28,1594,1,3,59,1,270,200,mm,1264,
5008,T9402.001.XL,ibl001.XL,34.28,1735,1,6,59,1,270,200,mm,1264,
5009,T9402.001.XS,ibl001.XS,34.28,530,1,2,59,1,270,200,mm,1264,
5010,T9402.001.XXL,ibl01.XXL,34.28,516,1,7,59,1,270,200,mm,1264,
5011,T9402.001.XXS,ibl01.XXS,34.28,118,1,1,59,1,270,200,mm,1264,
5012,T9402.001.XXXL,ibl1.XXXL,34.28,143,1,8,59,1,270,200,mm,1264,
5013,T9402.002.L,ina.002.L,34.28,952,2,5,59,1,270,200,mm,1264,
5014,T9402.002.M,ina.002.M,34.28,1047,2,4,59,1,270,200,mm,1264,
5015,T9402.002.S,ina.002.S,34.28,655,2,3,59,1,270,200,mm,1264,
5016,T9402.002.XL,ina002.XL,34.28,715,2,6,59,1,270,200,mm,1264,
5017,T9402.002.XS,ina002.XS,34.28,273,2,2,59,1,270,200,mm,1264,
5018,T9402.002.XXL,ina02.XXL,34.28,277,2,7,59,1,270,200,mm,1264,
5019,T9402.002.XXS,ina02.XXS,34.28,5,2,1,59,1,270,200,mm,1264,
5020,T9402.002.XXXL,ina2.XXXL,34.28,55,2,8,59,1,270,200,mm,1264,
5021,T9402.005.L,ifo.005.L,34.28,502,40,5,59,1,270,200,mm,1264,
5022,T9402.005.M,ifo.005.M,34.28,530,40,4,59,1,270,200,mm,1264,
5023,T9402.005.S,ifo.005.S,34.28,356,40,3,59,1,270,200,mm,1264,
5024,T9402.005.XL,ifo005.XL,34.28,278,40,6,59,1,270,200,mm,1264,
5025,T9402.005.XS,ifo005.XS,34.28,141,40,2,59,1,270,200,mm,1264,
5026,T9402.005.XXL,ifo05.XXL,34.28,153,40,7,59,1,270,200,mm,1264,
5027,T9402.005.XXS,ifo05.XXS,34.28,57,40,1,59,1,270,200,mm,1264,
5028,T9402.005.XXXL,ifo5.XXXL,34.28,6,40,8,59,1,270,200,mm,1264,
5029,T9402.006.L,ide.006.L,34.28,3348,31,5,59,1,270,200,mm,1264,
5030,T9402.006.M,ide.006.M,34.28,3112,31,4,59,1,270,200,mm,1264,
5031,T9402.006.S,ide.006.S,34.28,1916,31,3,59,1,270,200,mm,1264,
5032,T9402.006.XL,ide006.XL,34.28,2282,31,6,59,1,270,200,mm,1264,
5033,T9402.006.XS,ide006.XS,34.28,540,31,2,59,1,270,200,mm,1264,
5034,T9402.006.XXL,ide06.XXL,34.28,937,31,7,59,1,270,200,mm,1264,
5035,T9402.006.XXS,ide06.XXS,34.28,96,31,1,59,1,270,200,mm,1264,
5036,T9402.006.XXXL,ide6.XXXL,34.28,206,31,8,59,1,270,200,mm,1264,
5037,T9402.007.L,ibu.007.L,34.28,1078,55,5,59,1,270,200,mm,1264,
5038,T9402.007.M,ibu.007.M,34.28,1113,55,4,59,1,270,200,mm,1264,
5039,T9402.007.S,ibu.007.S,34.28,614,55,3,59,1,270,200,mm,1264,
5040,T9402.007.XL,ibu007.XL,34.28,700,55,6,59,1,270,200,mm,1264,
5041,T9402.007.XS,ibu007.XS,34.28,155,55,2,59,1,270,200,mm,1264,
5042,T9402.007.XXL,ibu07.XXL,34.28,269,55,7,59,1,270,200,mm,1264,
5043,T9402.007.XXS,ibu07.XXS,34.28,39,55,1,59,1,270,200,mm,1264,
5044,T9402.007.XXXL,ibu7.XXXL,34.28,80,55,8,59,1,270,200,mm,1264,
5045,T9402.008.L,ilu.008.L,34.28,606,33,5,59,1,270,200,mm,1264,
5046,T9402.008.M,ilu.008.M,34.28,619,33,4,59,1,270,200,mm,1264,
5047,T9402.008.S,ilu.008.S,34.28,295,33,3,59,1,270,200,mm,1264,
5048,T9402.008.XL,ilu008.XL,34.28,331,33,6,59,1,270,200,mm,1264,
5049,T9402.008.XS,ilu008.XS,34.28,95,33,2,59,1,270,200,mm,1264,
5050,T9402.008.XXL,ilu08.XXL,34.28,132,33,7,59,1,270,200,mm,1264,
5051,T9402.008.XXS,ilu08.XXS,34.28,54,33,1,59,1,270,200,mm,1264,
5052,T9402.008.XXXL,ilu8.XXXL,34.28,75,33,8,59,1,270,200,mm,1264,
5053,T9402.009.L,ive.009.L,34.28,282,35,5,59,1,270,200,mm,1264,
5054,T9402.009.M,ive.009.M,34.28,313,35,4,59,1,270,200,mm,1264,
5055,T9402.009.S,ive.009.S,34.28,133,35,3,59,1,270,200,mm,1264,
5056,T9402.009.XL,ive009.XL,34.28,62,35,6,59,1,270,200,mm,1264,
5057,T9402.009.XS,ive009.XS,34.28,163,35,2,59,1,270,200,mm,1264,
5058,T9402.009.XXL,ive09.XXL,34.28,98,35,7,59,1,270,200,mm,1264,
5059,T9402.009.XXS,ive09.XXS,34.28,47,35,1,59,1,270,200,mm,1264,
5060,T9402.009.XXXL,ive9.XXXL,34.28,48,35,8,59,1,270,200,mm,1264,
5061,T9402.010.L,itr.010.L,34.28,427,34,5,59,1,270,200,mm,1264,
5062,T9402.010.M,itr.010.M,34.28,377,34,4,59,1,270,200,mm,1264,
5063,T9402.010.S,itr.010.S,34.28,233,34,3,59,1,270,200,mm,1264,
5064,T9402.010.XL,itr010.XL,34.28,201,34,6,59,1,270,200,mm,1264,
5065,T9402.010.XS,itr010.XS,34.28,59,34,2,59,1,270,200,mm,1264,
5066,T9402.010.XXL,itr10.XXL,34.28,154,34,7,59,1,270,200,mm,1264,
5067,T9402.010.XXS,itr10.XXS,34.28,44,34,1,59,1,270,200,mm,1264,
5068,T9402.010.XXXL,itr0.XXXL,34.28,56,34,8,59,1,270,200,mm,1264,
5069,T9402.011.L,ila.011.L,34.28,295,32,5,59,1,270,200,mm,1264,
5070,T9402.011.M,ila.011.M,34.28,278,32,4,59,1,270,200,mm,1264,
5071,T9402.011.S,ila.011.S,34.28,163,32,3,59,1,270,200,mm,1264,
5072,T9402.011.XL,ila011.XL,34.28,212,32,6,59,1,270,200,mm,1264,
5073,T9402.011.XS,ila011.XS,34.28,54,32,2,59,1,270,200,mm,1264,
5074,T9402.011.XXL,ila11.XXL,34.28,92,32,7,59,1,270,200,mm,1264,
5075,T9402.011.XXS,ila11.XXS,34.28,18,32,1,59,1,270,200,mm,1264,
5076,T9402.011.XXXL,ila1.XXXL,34.28,28,32,8,59,1,270,200,mm,1264,
5077,T9402.012.L,isu.012.L,34.28,371,36,5,59,1,270,200,mm,1264,
5078,T9402.012.M,isu.012.M,34.28,348,36,4,59,1,270,200,mm,1264,
5079,T9402.012.S,isu.012.S,34.28,203,36,3,59,1,270,200,mm,1264,
5080,T9402.012.XL,isu012.XL,34.28,236,36,6,59,1,270,200,mm,1264,
5081,T9402.012.XS,isu012.XS,34.28,49,36,2,59,1,270,200,mm,1264,
5082,T9402.012.XXL,isu12.XXL,34.28,91,36,7,59,1,270,200,mm,1264,
5083,T9402.012.XXS,isu12.XXS,34.28,34,36,1,59,1,270,200,mm,1264,
5084,T9402.012.XXXL,isu2.XXXL,34.28,33,36,8,59,1,270,200,mm,1264,
5085,T9402.013.L,ihe.013.L,34.28,2337,56,5,59,1,270,200,mm,1264,
5086,T9402.013.M,ihe.013.M,34.28,2223,56,4,59,1,270,200,mm,1264,
5087,T9402.013.S,ihe.013.S,34.28,1294,56,3,59,1,270,200,mm,1264,
5088,T9402.013.XL,ihe013.XL,34.28,1484,56,6,59,1,270,200,mm,1264,
5089,T9402.013.XS,ihe013.XS,34.28,369,56,2,59,1,270,200,mm,1264,
5090,T9402.013.XXL,ihe13.XXL,34.28,610,56,7,59,1,270,200,mm,1264,
5091,T9402.013.XXS,ihe13.XXS,34.28,80,56,1,59,1,270,200,mm,1264,
5092,T9402.013.XXXL,ihe3.XXXL,34.28,189,56,8,59,1,270,200,mm,1264,
5093,T9402.018.L,ina.018.L,34.28,3040,48,5,59,1,270,200,mm,1264,
5094,T9402.018.M,ina.018.M,34.28,1971,48,4,59,1,270,200,mm,1264,
5095,T9402.018.S,ina.018.S,34.28,1165,48,3,59,1,270,200,mm,1264,
5096,T9402.018.XL,ina018.XL,34.28,1848,48,6,59,1,270,200,mm,1264,
5097,T9402.018.XS,ina018.XS,34.28,274,48,2,59,1,270,200,mm,1264,
5098,T9402.018.XXL,ina18.XXL,34.28,748,48,7,59,1,270,200,mm,1264,
5099,T9402.018.XXS,ina18.XXS,34.28,116,48,1,59,1,270,200,mm,1264,
5100,T9402.018.XXXL,ina8.XXXL,34.28,217,48,8,59,1,270,200,mm,1264,
5101,T9402.019.L,ian.019.L,34.28,2507,17,5,59,1,270,200,mm,1264,
5102,T9402.019.M,ian.019.M,34.28,2467,17,4,59,1,270,200,mm,1264,
5103,T9402.019.S,ian.019.S,34.28,1421,17,3,59,1,270,200,mm,1264,
5104,T9402.019.XL,ian019.XL,34.28,1529,17,6,59,1,270,200,mm,1264,
5105,T9402.019.XS,ian019.XS,34.28,382,17,2,59,1,270,200,mm,1264,
5106,T9402.019.XXL,ian19.XXL,34.28,658,17,7,59,1,270,200,mm,1264,
5107,T9402.019.XXS,ian19.XXS,34.28,93,17,1,59,1,270,200,mm,1264,
5108,T9402.019.XXXL,ian9.XXXL,34.28,174,17,8,59,1,270,200,mm,1264,
5109,T9402.023.L,iic.023.L,34.28,1947,41,5,59,1,270,200,mm,1264,
5110,T9402.023.M,iic.023.M,34.28,1903,41,4,59,1,270,200,mm,1264,
5111,T9402.023.S,iic.023.S,34.28,1167,41,3,59,1,270,200,mm,1264,
5112,T9402.023.XL,iic023.XL,34.28,1212,41,6,59,1,270,200,mm,1264,
5113,T9402.023.XS,iic023.XS,34.28,324,41,2,59,1,270,200,mm,1264,
5114,T9402.023.XXL,iic23.XXL,34.28,527,41,7,59,1,270,200,mm,1264,
5115,T9402.023.XXS,iic23.XXS,34.28,127,41,1,59,1,270,200,mm,1264,
5116,T9402.023.XXXL,iic3.XXXL,34.28,126,41,8,59,1,270,200,mm,1264,
5117,T9402.038.L,ipe.038.L,34.28,2031,52,5,59,1,270,200,mm,1264,
5118,T9402.038.M,ipe.038.M,34.28,2077,52,4,59,1,270,200,mm,1264,
5119,T9402.038.S,ipe.038.S,34.28,1150,52,3,59,1,270,200,mm,1264,
5120,T9402.038.XL,ipe038.XL,34.28,1347,52,6,59,1,270,200,mm,1264,
5121,T9402.038.XS,ipe038.XS,34.28,316,52,2,59,1,270,200,mm,1264,
5122,T9402.038.XXL,ipe38.XXL,34.28,594,52,7,59,1,270,200,mm,1264,
5123,T9402.038.XXS,ipe38.XXS,34.28,80,52,1,59,1,270,200,mm,1264,
5124,T9402.038.XXXL,ipe8.XXXL,34.28,150,52,8,59,1,270,200,mm,1264,
5125,T9403.001.4XL,ibl01.4XL,40,31,1,9,18,26,80,80,mm,1265,
5126,T9403.001.5XL,ibl01.5XL,40,36,1,10,18,26,80,80,mm,1265,
5127,T9403.001.L,ibl.001.L,40,1066,1,5,18,26,80,80,mm,1265,
5128,T9403.001.M,ibl.001.M,40,1096,1,4,18,26,80,80,mm,1265,
5129,T9403.001.S,ibl.001.S,40,763,1,3,18,26,80,80,mm,1265,
5130,T9403.001.XL,ibl001.XL,40,689,1,6,18,26,80,80,mm,1265,
5131,T9403.001.XS,ibl001.XS,40,117,1,2,18,26,80,80,mm,1265,
5132,T9403.001.XXL,ibl01.XXL,40,285,1,7,18,26,80,80,mm,1265,
5133,T9403.001.XXS,ibl01.XXS,40,54,1,1,18,26,80,80,mm,1265,
5134,T9403.001.XXXL,ibl1.XXXL,40,95,1,8,18,26,80,80,mm,1265,
5135,T9403.002.L,ina.002.L,40,1035,2,5,18,26,80,80,mm,1265,
5136,T9403.002.M,ina.002.M,40,1016,2,4,18,26,80,80,mm,1265,
5137,T9403.002.S,ina.002.S,40,637,2,3,18,26,80,80,mm,1265,
5138,T9403.002.XL,ina002.XL,40,660,2,6,18,26,80,80,mm,1265,
5139,T9403.002.XS,ina002.XS,40,215,2,2,18,26,80,80,mm,1265,
5140,T9403.002.XXL,ina02.XXL,40,307,2,7,18,26,80,80,mm,1265,
5141,T9403.002.XXS,ina02.XXS,40,58,2,1,18,26,80,80,mm,1265,
5142,T9403.002.XXXL,ina2.XXXL,40,78,2,8,18,26,80,80,mm,1265,
5143,T9403.023.L,iic.023.L,40,681,41,5,18,26,80,80,mm,1265,
5144,T9403.023.M,iic.023.M,40,558,41,4,18,26,80,80,mm,1265,
5145,T9403.023.S,iic.023.S,40,413,41,3,18,26,80,80,mm,1265,
5146,T9403.023.XL,iic023.XL,40,470,41,6,18,26,80,80,mm,1265,
5147,T9403.023.XS,iic023.XS,40,88,41,2,18,26,80,80,mm,1265,
5148,T9403.023.XXL,iic23.XXL,40,203,41,7,18,26,80,80,mm,1265,
5149,T9403.023.XXS,iic23.XXS,40,37,41,1,18,26,80,80,mm,1265,
5150,T9403.023.XXXL,iic3.XXXL,40,57,41,8,18,26,80,80,mm,1265,
5151,T9403.027.L,ist.027.L,40,209,68,5,18,26,80,80,mm,1265,
5152,T9403.027.M,ist.027.M,40,173,68,4,18,26,80,80,mm,1265,
5153,T9403.027.S,ist.027.S,40,153,68,3,18,26,80,80,mm,1265,
5154,T9403.027.XL,ist027.XL,40,118,68,6,18,26,80,80,mm,1265,
5155,T9403.027.XS,ist027.XS,40,37,68,2,18,26,80,80,mm,1265,
5156,T9403.027.XXL,ist27.XXL,40,61,68,7,18,26,80,80,mm,1265,
5157,T9403.027.XXS,ist27.XXS,40,12,68,1,18,26,80,80,mm,1265,
5158,T9403.027.XXXL,ist7.XXXL,40,14,68,8,18,26,80,80,mm,1265,
5159,T9404.001.4XL,ibl01.4XL,25.76,11,1,9,59,26,100,100,mm,1266,
5160,T9404.001.5XL,ibl01.5XL,25.76,11,1,10,59,26,100,100,mm,1266,
5161,T9404.001.L,ibl.001.L,25.76,2947,1,5,59,26,100,100,mm,1266,
5162,T9404.001.M,ibl.001.M,25.76,3860,1,4,59,26,100,100,mm,1266,
5163,T9404.001.S,ibl.001.S,25.76,2998,1,3,59,26,100,100,mm,1266,
5164,T9404.001.XL,ibl001.XL,25.76,1297,1,6,59,26,100,100,mm,1266,
5165,T9404.001.XS,ibl001.XS,25.76,870,1,2,59,26,100,100,mm,1266,
5166,T9404.001.XXL,ibl01.XXL,25.76,342,1,7,59,26,100,100,mm,1266,
5167,T9404.001.XXS,ibl01.XXS,25.76,52,1,1,59,26,100,100,mm,1266,
5168,T9404.001.XXXL,ibl1.XXXL,25.76,26,1,8,59,26,100,100,mm,1266,
5169,T9404.002.4XL,ina02.4XL,25.76,103,2,9,59,26,100,100,mm,1266,
5170,T9404.002.5XL,ina02.5XL,25.76,17,2,10,59,26,100,100,mm,1266,
5171,T9404.002.L,ina.002.L,25.76,2469,2,5,59,26,100,100,mm,1266,
5172,T9404.002.M,ina.002.M,25.76,2575,2,4,59,26,100,100,mm,1266,
5173,T9404.002.S,ina.002.S,25.76,1731,2,3,59,26,100,100,mm,1266,
5174,T9404.002.XL,ina002.XL,25.76,1370,2,6,59,26,100,100,mm,1266,
5175,T9404.002.XS,ina002.XS,25.76,597,2,2,59,26,100,100,mm,1266,
5176,T9404.002.XXL,ina02.XXL,25.76,826,2,7,59,26,100,100,mm,1266,
5177,T9404.002.XXS,ina02.XXS,25.76,27,2,1,59,26,100,100,mm,1266,
5178,T9404.002.XXXL,ina2.XXXL,25.76,227,2,8,59,26,100,100,mm,1266,
5179,T9404.004.4XL,ire04.4XL,25.76,20,47,9,59,26,100,100,mm,1266,
5180,T9404.004.5XL,ire04.5XL,25.76,0,47,10,59,26,100,100,mm,1266,
5181,T9404.004.L,ire.004.L,25.76,1489,47,5,59,26,100,100,mm,1266,
5182,T9404.004.M,ire.004.M,25.76,1557,47,4,59,26,100,100,mm,1266,
5183,T9404.004.S,ire.004.S,25.76,841,47,3,59,26,100,100,mm,1266,
5184,T9404.004.XL,ire004.XL,25.76,824,47,6,59,26,100,100,mm,1266,
5185,T9404.004.XS,ire004.XS,25.76,295,47,2,59,26,100,100,mm,1266,
5186,T9404.004.XXL,ire04.XXL,25.76,357,47,7,59,26,100,100,mm,1266,
5187,T9404.004.XXS,ire04.XXS,25.76,0,47,1,59,26,100,100,mm,1266,
5188,T9404.004.XXXL,ire4.XXXL,25.76,41,47,8,59,26,100,100,mm,1266,
5189,T9404.005.L,ifo.005.L,25.76,1780,40,5,59,26,100,100,mm,1266,
5190,T9404.005.M,ifo.005.M,25.76,1738,40,4,59,26,100,100,mm,1266,
5191,T9404.005.S,ifo.005.S,25.76,1057,40,3,59,26,100,100,mm,1266,
5192,T9404.005.XL,ifo005.XL,25.76,1208,40,6,59,26,100,100,mm,1266,
5193,T9404.005.XS,ifo005.XS,25.76,340,40,2,59,26,100,100,mm,1266,
5194,T9404.005.XXL,ifo05.XXL,25.76,530,40,7,59,26,100,100,mm,1266,
5195,T9404.005.XXS,ifo05.XXS,25.76,34,40,1,59,26,100,100,mm,1266,
5196,T9404.005.XXXL,ifo5.XXXL,25.76,127,40,8,59,26,100,100,mm,1266,
5197,T9404.006.L,ide.006.L,25.76,2301,31,5,59,26,100,100,mm,1266,
5198,T9404.006.M,ide.006.M,25.76,2305,31,4,59,26,100,100,mm,1266,
5199,T9404.006.S,ide.006.S,25.76,1297,31,3,59,26,100,100,mm,1266,
5200,T9404.006.XL,ide006.XL,25.76,1363,31,6,59,26,100,100,mm,1266,
5201,T9404.006.XS,ide006.XS,25.76,423,31,2,59,26,100,100,mm,1266,
5202,T9404.006.XXL,ide06.XXL,25.76,624,31,7,59,26,100,100,mm,1266,
5203,T9404.006.XXS,ide06.XXS,25.76,60,31,1,59,26,100,100,mm,1266,
5204,T9404.006.XXXL,ide6.XXXL,25.76,195,31,8,59,26,100,100,mm,1266,
5205,T9404.007.L,ibu.007.L,25.76,675,55,5,59,26,100,100,mm,1266,
5206,T9404.007.M,ibu.007.M,25.76,710,55,4,59,26,100,100,mm,1266,
5207,T9404.007.S,ibu.007.S,25.76,463,55,3,59,26,100,100,mm,1266,
5208,T9404.007.XL,ibu007.XL,25.76,473,55,6,59,26,100,100,mm,1266,
5209,T9404.007.XS,ibu007.XS,25.76,183,55,2,59,26,100,100,mm,1266,
5210,T9404.007.XXL,ibu07.XXL,25.76,200,55,7,59,26,100,100,mm,1266,
5211,T9404.007.XXS,ibu07.XXS,25.76,17,55,1,59,26,100,100,mm,1266,
5212,T9404.007.XXXL,ibu7.XXXL,25.76,78,55,8,59,26,100,100,mm,1266,
5213,T9404.018.4XL,ina18.4XL,25.76,80,48,9,59,26,100,100,mm,1266,
5214,T9404.018.5XL,ina18.5XL,25.76,40,48,10,59,26,100,100,mm,1266,
5215,T9404.018.L,ina.018.L,25.76,4109,48,5,59,26,100,100,mm,1266,
5216,T9404.018.M,ina.018.M,25.76,4236,48,4,59,26,100,100,mm,1266,
5217,T9404.018.S,ina.018.S,25.76,2623,48,3,59,26,100,100,mm,1266,
5218,T9404.018.XL,ina018.XL,25.76,2287,48,6,59,26,100,100,mm,1266,
5219,T9404.018.XS,ina018.XS,25.76,712,48,2,59,26,100,100,mm,1266,
5220,T9404.018.XXL,ina18.XXL,25.76,806,48,7,59,26,100,100,mm,1266,
5221,T9404.018.XXS,ina18.XXS,25.76,59,48,1,59,26,100,100,mm,1266,
5222,T9404.018.XXXL,ina8.XXXL,25.76,233,48,8,59,26,100,100,mm,1266,
5223,T9404.019.L,ian.019.L,25.76,2712,17,5,59,26,100,100,mm,1266,
5224,T9404.019.M,ian.019.M,25.76,2762,17,4,59,26,100,100,mm,1266,
5225,T9404.019.S,ian.019.S,25.76,1352,17,3,59,26,100,100,mm,1266,
5226,T9404.019.XL,ian019.XL,25.76,1533,17,6,59,26,100,100,mm,1266,
5227,T9404.019.XS,ian019.XS,25.76,376,17,2,59,26,100,100,mm,1266,
5228,T9404.019.XXL,ian19.XXL,25.76,662,17,7,59,26,100,100,mm,1266,
5229,T9404.019.XXS,ian19.XXS,25.76,59,17,1,59,26,100,100,mm,1266,
5230,T9404.019.XXXL,ian9.XXXL,25.76,159,17,8,59,26,100,100,mm,1266,
5231,T9404.020.L,ikh.020.L,25.76,1602,22,5,59,26,100,100,mm,1266,
5232,T9404.020.M,ikh.020.M,25.76,1593,22,4,59,26,100,100,mm,1266,
5233,T9404.020.S,ikh.020.S,25.76,946,22,3,59,26,100,100,mm,1266,
5234,T9404.020.XL,ikh020.XL,25.76,1007,22,6,59,26,100,100,mm,1266,
5235,T9404.020.XS,ikh020.XS,25.76,258,22,2,59,26,100,100,mm,1266,
5236,T9404.020.XXL,ikh20.XXL,25.76,414,22,7,59,26,100,100,mm,1266,
5237,T9404.020.XXS,ikh20.XXS,25.76,19,22,1,59,26,100,100,mm,1266,
5238,T9404.020.XXXL,ikh0.XXXL,25.76,113,22,8,59,26,100,100,mm,1266,
5239,T9404.022.L,isk.022.L,25.76,2419,38,5,59,26,100,100,mm,1266,
5240,T9404.022.M,isk.022.M,25.76,2315,38,4,59,26,100,100,mm,1266,
5241,T9404.022.S,isk.022.S,25.76,1243,38,3,59,26,100,100,mm,1266,
5242,T9404.022.XL,isk022.XL,25.76,1588,38,6,59,26,100,100,mm,1266,
5243,T9404.022.XS,isk022.XS,25.76,315,38,2,59,26,100,100,mm,1266,
5244,T9404.022.XXL,isk22.XXL,25.76,640,38,7,59,26,100,100,mm,1266,
5245,T9404.022.XXS,isk22.XXS,25.76,34,38,1,59,26,100,100,mm,1266,
5246,T9404.022.XXXL,isk2.XXXL,25.76,227,38,8,59,26,100,100,mm,1266,
5247,T9404.023.L,iic.023.L,25.76,1736,41,5,59,26,100,100,mm,1266,
5248,T9404.023.M,iic.023.M,25.76,1624,41,4,59,26,100,100,mm,1266,
5249,T9404.023.S,iic.023.S,25.76,936,41,3,59,26,100,100,mm,1266,
5250,T9404.023.XL,iic023.XL,25.76,1006,41,6,59,26,100,100,mm,1266,
5251,T9404.023.XS,iic023.XS,25.76,289,41,2,59,26,100,100,mm,1266,
5252,T9404.023.XXL,iic23.XXL,25.76,428,41,7,59,26,100,100,mm,1266,
5253,T9404.023.XXS,iic23.XXS,25.76,35,41,1,59,26,100,100,mm,1266,
5254,T9404.023.XXXL,iic3.XXXL,25.76,150,41,8,59,26,100,100,mm,1266,
5255,T9404.025.L,iro.025.L,25.76,1199,27,5,59,26,100,100,mm,1266,
5256,T9404.025.M,iro.025.M,25.76,1205,27,4,59,26,100,100,mm,1266,
5257,T9404.025.S,iro.025.S,25.76,706,27,3,59,26,100,100,mm,1266,
